customerid,churn_probability
5286006,0.8629174122993853
5369385,0.8628615974957654
5258655,0.8628213103315429
5277986,0.8627606983699376
5363371,0.8627062441445238
4830726,0.8625284535130123
5260578,0.8623858364694555
5171385,0.8621234203354864
5326704,0.8620743775690924
5278007,0.8620478941560916
4500038,0.8618790303784585
5127584,0.8618465170292138
3720982,0.8617487350353643
5262595,0.8616426225291824
5220296,0.8615357291751476
5325843,0.8614611468845446
5251279,0.8614425160255125
5369412,0.8613600577251995
5317457,0.8612960624146563
5299331,0.8612150741289797
5260409,0.86113150527228
5303964,0.8610895239227098
5302820,0.8610686502327886
5150006,0.8608585726290756
5348454,0.8608530497903272
5367460,0.8606590152533289
5175773,0.8605835123258697
5369527,0.860412723937003
5310074,0.8601561824442323
2454955,0.8601239102028281
5253981,0.8601050830641561
5304987,0.8598912439554265
5194822,0.8597715406404701
3780495,0.8596488184802257
4393634,0.8596315247393974
5366546,0.859609001202057
5372149,0.8595947219460534
4193078,0.8595644008276624
1809658,0.8595210001975291
1829764,0.8595088595188071
5329803,0.8592512227313035
4269475,0.8587274116093874
5331140,0.8586484562027873
5284302,0.8583885157631261
5019741,0.8583076990220945
5247789,0.8583008911224134
4232408,0.8582879991010526
4115760,0.8582204037397997
5371559,0.8581763750814477
4636035,0.8581688082345823
5305069,0.8580102770272698
4186608,0.8579807457183023
5320297,0.8579746576879274
5371161,0.8579586924211371
5356970,0.8579124109489902
5320544,0.8578970997787141
5234330,0.857498016020136
5303575,0.8574793970735698
5316642,0.8571333857030395
5306378,0.8571231317656883
5114107,0.8570992336646732
5350951,0.8570543041647569
5340212,0.8568846863423172
5356967,0.8567741491155045
5248051,0.8567245317251562
5255627,0.8566291142582368
5317386,0.8565489083659404
1993218,0.8564063717842646
4076155,0.8563783424367746
5304137,0.8561207583554744
5200932,0.8559671213678693
3880514,0.8559461334525784
5370861,0.8554961524466446
5314954,0.8554747006190119
1786500,0.85501788709566
5227980,0.8549597152523919
3860852,0.8549563795781777
5278452,0.8549539705570548
5294807,0.8548114726892135
5305958,0.854797744451569
5290460,0.8547632094414798
5314958,0.8547178737626929
5314957,0.8545353005080033
5275148,0.8544510710165723
5211694,0.8544267105909065
5236660,0.854387365668143
4269452,0.8543670228046604
5370125,0.8542373084016025
5272941,0.8541976550675406
3797933,0.8541484631293722
5322232,0.8541263641059551
5324819,0.8540757665507115
5165344,0.854061017326586
4866063,0.8540401429041236
5194885,0.8540368475341149
5303044,0.853900489647368
5305105,0.853890043229335
5304789,0.8537672904638383
5284911,0.8537556338363255
5361185,0.8536618143275556
5369409,0.8536302432027056
2695214,0.8535692772725779
5369391,0.8535187864951574
5319960,0.8534722390639582
4954265,0.853447406515694
5169715,0.8534440329673831
5320448,0.8534080457242889
5366776,0.8534052386220291
5228309,0.853363061373716
5295532,0.8533424008233147
5372933,0.8533423426536679
5213595,0.8533117344071735
5369420,0.8533080840390499
5154437,0.8532806630909493
5227734,0.8531782137878994
5364825,0.852590446225779
5355128,0.8524655515396399
5348968,0.8522323771179915
4367249,0.8521882210657887
5359493,0.8518106119272488
5305098,0.8517487599524303
5275366,0.8516536274031152
5349863,0.8513259461882529
5273530,0.8511700091009462
4278078,0.8510439086153849
5258956,0.8509388005809638
4770688,0.8508954704744942
5203546,0.8507407334696799
5325030,0.8506645563984163
5130841,0.8506529150025264
5326432,0.8505646575869311
5300038,0.8505574075267532
5354685,0.8505035899950043
5154075,0.8503532185058884
5372030,0.8503271391966578
5168821,0.8502554889421231
5356963,0.8502314609337485
4022260,0.8502271332330987
5147314,0.8501864426854271
5216617,0.8500555409406857
5367697,0.8499773460047363
5324235,0.8499613339701214
5298100,0.8499351646005567
5356544,0.8497273334171468
5369414,0.849720210662444
5356198,0.849648434611331
5207226,0.8495977923013657
5295950,0.8495823175806207
3046110,0.849520359524492
4720279,0.8494023104511041
5131318,0.8493669978561379
4054341,0.8493118331140546
5096006,0.8492369023636621
4323831,0.8491822033345707
5357302,0.8491248150728027
5369404,0.8490382584563634
5242367,0.8490373994116306
5316314,0.8490327927102588
5352666,0.84900779197249
4634710,0.848917055867849
5364291,0.8488531019084689
4167155,0.848802613168989
5264558,0.8484592457564771
5352830,0.8482242183314501
5230339,0.8482021703568897
5369453,0.8482007043648828
5305220,0.8481996454614392
5250999,0.8481968971714183
5270637,0.8481329128897782
5275994,0.8480760317104695
5257759,0.8479122419477827
5316817,0.8479074484209721
5305295,0.8477130940285135
5089583,0.8477036116477199
5129344,0.8476034709750648
5138909,0.8475201981329455
5140528,0.8474981133036116
5172415,0.8474660233233544
4809323,0.8473618967779795
5356340,0.8473520789010369
4998700,0.8472955454511876
5300150,0.8471340558789476
2507688,0.8467843492455132
5305286,0.8467816555537143
5309120,0.8467471212070808
5369400,0.8466161009514762
5303071,0.8465714879739757
5274266,0.8465539044785136
5295819,0.8465305982147624
5303081,0.8465205395788794
5362591,0.8464651613416946
5294638,0.8463211378396042
5304812,0.8462587864737684
5298839,0.8462387785377813
5356526,0.8461801518299139
3819863,0.8461618555249674
5305394,0.8461564990953119
5309672,0.8460770493937234
5293012,0.8460485023461927
4807407,0.8459499993082028
5131291,0.8459102867528548
5336214,0.8455559655444128
4933826,0.8453784332487125
5148521,0.8453321216647456
5294703,0.845166360203145
5332545,0.8451579492767121
3883449,0.8450056229299613
5271986,0.8449688282583261
5185247,0.8449334702486178
5305071,0.8448773820026866
5373870,0.8448580718050993
5203880,0.8448114400466935
5292253,0.8446340713397565
5261382,0.8446037723890698
4807580,0.8445305791525006
5329038,0.8445050483710289
5359322,0.844410186102685
5365755,0.8441493280983045
5326264,0.8441249178835608
5324501,0.844052445884614
5368739,0.8439576711950342
2059765,0.8437916445170646
5214919,0.8437501881592445
2974610,0.8437498261930427
5320891,0.843625566637521
5316892,0.8436113968030194
5303539,0.8435054406164727
5365059,0.8434998976885811
5370757,0.8434508032505259
5296589,0.8433543735015113
5253875,0.8432756959320653
5165383,0.84320561172373
5243534,0.8432014602866534
5356530,0.8430566848782917
5238872,0.8429582053484891
5362164,0.8426603526993818
5280959,0.8425851471996484
5370932,0.8425492243315116
5364265,0.8424185428227576
5317019,0.8423195385800305
5316877,0.8417383850176432
5244705,0.8417062568260243
5349444,0.841693695029683
1847600,0.8414705495620098
5370027,0.8414250534735744
5272491,0.8413022748112534
5256788,0.8411985815498046
5295620,0.8411920624554671
5307384,0.8411099716916912
5297940,0.8408736800883271
5138650,0.8407848723787514
5361547,0.8407198292688075
5253509,0.8406732973804791
5237672,0.8406251235260876
5041790,0.8405084808890526
5013884,0.8404439825589722
5134265,0.8404023881257972
5202918,0.8403727131368254
5369960,0.8402103821338388
5176399,0.8401902002668157
4299229,0.8401697850565883
5376364,0.8401693728749237
3861311,0.8400343265989859
5303694,0.8400216679087237
4533612,0.8399782040586915
5172611,0.8397363877386798
5357409,0.8391391683286499
5254646,0.8389494498443336
5356367,0.8387655310985414
5242131,0.8385671345874876
5249277,0.838563473665928
5364885,0.8384087694052891
5356764,0.838297650368175
5296651,0.8381362974941067
5244286,0.8381261539362215
5356763,0.83798817138273
5241835,0.8378280640565783
5356351,0.8378222508462174
5277902,0.8377641114125174
5303094,0.8377582346905523
5259755,0.8376874075692977
5368943,0.8375879920200261
5160660,0.837573592827846
5362775,0.8374929708676373
5373287,0.8374466250799754
5304251,0.8372563155511843
5006485,0.8371599847662823
5334236,0.8371095982344162
5370006,0.8370706535193698
5259621,0.8370015154801073
5342362,0.8369221743016282
5352661,0.8369035367579876
5338233,0.8368686277302093
5364303,0.8366497474851303
5318031,0.8366497045243505
5361294,0.8366490746623487
5301143,0.8366487459178172
5234704,0.8364888552412816
5278199,0.8364525189814119
5371785,0.8364037452808172
5230762,0.8363540504460135
5314953,0.836320604538381
1812717,0.8360079315091985
4592458,0.8359785214079948
5259766,0.8359137232774221
5279524,0.8357723639621533
5356998,0.8353980301970437
4577907,0.8353789946327894
3886536,0.8353692628066991
3896977,0.8351881186322058
5316455,0.8351694836022449
5309745,0.8351046631476259
5260314,0.8350965541434925
5310205,0.8350483840427666
5254913,0.8349925182201651
5374167,0.834922221479207
5303831,0.8348125896350495
2888338,0.834697888258606
4106875,0.8346929311766484
3796671,0.8345727879345786
5357658,0.8344766860260581
5368608,0.8344352397583925
5172503,0.8343805227116095
5321043,0.8343514444868758
5150265,0.834286548317699
5315741,0.8341612031647734
5350936,0.8339900876411159
5300432,0.8339643731887761
5224238,0.8339457254336128
5266123,0.833934268001552
5374329,0.8338253861217468
5272976,0.8337025721597648
5298316,0.8336223209069952
4353624,0.8335010631516963
5132508,0.8334687838038572
5253781,0.833389039268149
5278478,0.8333650697633304
5326348,0.8333127944780833
5330362,0.8333021807970298
5318127,0.8332229557003272
5369350,0.8331932585452122
5273697,0.8331492961053609
5245204,0.8331353946277341
5324411,0.8331180854568074
5275802,0.8330545663211604
5369283,0.8330332247680831
5058718,0.83294209955496
5316599,0.8328820012535328
5145092,0.832879308911604
5183155,0.8327847696709493
4969184,0.8327739794962619
5368385,0.8326415689536678
1992516,0.8325365894131993
5145046,0.8324494161089487
5309387,0.8324328021276763
5356560,0.8324319711157416
5254375,0.8322272505456899
5325062,0.8320228019747105
5322122,0.8319524103652431
5290738,0.8319249946908568
5331262,0.8318946037047685
5189534,0.8316031035614202
5309065,0.8315536348231916
5254294,0.831549199297461
5219268,0.831535439729448
3871376,0.8315029026674384
5344412,0.8314496414184234
3038591,0.8314331318880142
5144947,0.831288988996005
5372599,0.8312839710641092
5235086,0.8312475225494653
5163158,0.8312424387598862
5327304,0.8312094688682841
5133206,0.8311404895368281
5373890,0.8310993917595332
5230917,0.8310665271208767
3901078,0.8310629213140746
5362738,0.8310524005056175
2346916,0.8310240160162441
5196842,0.8310151972595873
5180070,0.8309613322778143
5365537,0.8308748598903192
5377502,0.8307049089184088
5307346,0.8306875283361514
3902107,0.8306494328568079
5370824,0.8306401199656473
5371889,0.830519095423766
5317219,0.8304660360350408
5303530,0.8304115060003299
5373420,0.8302775406337353
5351904,0.8302697310804636
5356961,0.8302163418576765
4139910,0.8302106565870476
5247788,0.8301651148857713
5370940,0.830149750901741
1908155,0.8301434155377485
5304793,0.8301361466049887
5303510,0.8300854102231415
5305500,0.8300397248221185
5243960,0.830014584390998
5176076,0.8298094605761784
5246278,0.8298094605761784
5264666,0.8298094605761784
5271275,0.8297726553792406
5363134,0.8297165704619516
5370599,0.8296813893944165
5193217,0.8295120203984546
5368615,0.8294700886586814
5236108,0.8292449461886454
5246487,0.8291659779287333
5007569,0.8291232379151323
2221625,0.8291143403568478
5294726,0.8290633162244533
5260753,0.8290200232406041
5337112,0.8289900703175904
5373784,0.8289752713369367
5306234,0.8289453876153153
5187422,0.8288999452213741
5323730,0.8288367844848352
5146907,0.8288294093143515
3950894,0.8288028972125641
4090609,0.8287215008084701
5370519,0.8286351464631444
5275695,0.8285923077443528
5316418,0.8285578420981906
5369395,0.8284863992769315
5223412,0.8284451008264195
2493406,0.8283294394793904
5371865,0.8282790198478036
4583,0.8282429459510735
1842275,0.8281800738819282
5350459,0.8280161535949055
3845398,0.8278979645263984
5183354,0.8278979622564061
5222167,0.8278882398265561
5370846,0.8278304077339615
5281924,0.827708414552215
5234926,0.8275342660892173
5370975,0.8275271752449954
5364527,0.8274574857605077
5273461,0.8274224275939239
5276412,0.8274008330243149
5247775,0.8273881113108865
5373757,0.8273569195659739
1799682,0.8271957512606565
5315848,0.8270298777540696
5351945,0.8268939513313085
5257729,0.8268743582894282
5299451,0.8267468025882069
5380649,0.826734146200057
5169225,0.8265759033853812
5358862,0.8265346840960388
4174943,0.8263816429783437
5289061,0.8263784031030884
5348253,0.8262984730006692
5359643,0.8262883324102489
5180087,0.8262482467162788
5170390,0.8262251088141517
4503718,0.8261406368782422
5373790,0.826025480333684
5360920,0.8259549601548655
5318945,0.8259513992582492
5139668,0.8259470158473586
5305064,0.8259319655805597
5296963,0.8259314787392282
5368957,0.8255452942701793
5383636,0.825503332268748
5166720,0.8254158429510065
5309487,0.8254017573916195
5350264,0.8253990765223489
5333338,0.825283963931869
5371819,0.8252321633239565
3880420,0.825162978909125
5297407,0.825096753144868
4064541,0.8250291178297716
5318351,0.824965715911103
3045966,0.8249282608065837
3911456,0.8247753863276839
5314550,0.8246366370728474
3992382,0.8246208346899292
5358678,0.824565280131541
5317239,0.8245452029386529
5243614,0.824472603552398
5251697,0.8244550387734515
4669567,0.824339493462512
5146753,0.8242449297219226
5370927,0.8241210320795044
5356909,0.8240454388003317
5303888,0.8240042137883323
4272558,0.8238956417495661
5336077,0.8235664473438138
4486814,0.8234521102122305
5351953,0.8234218196515659
5368341,0.8234218196515659
5351866,0.8234218196515659
5354579,0.8234218196515659
5351927,0.8234218196515659
5351881,0.8234218196515659
5369569,0.8234218196515659
5350742,0.8234172540964001
5270795,0.8233986996370927
5252355,0.8233516684336162
5259263,0.8233453614292506
5369284,0.8232887300680423
5183941,0.8232435799489723
5376321,0.8232326214348142
5247539,0.8231230473821143
5298027,0.8231069816751828
5275278,0.8230362042083588
5327869,0.8228669217494659
5373143,0.8228301103575391
5282589,0.8224750385052049
5166519,0.8224052506004591
5315471,0.822368462445478
5280213,0.8223498274072936
5306192,0.8221726968082818
5306348,0.8220750733149838
5381804,0.8220491861766983
5368601,0.8219264705686816
5356966,0.8217164776106834
5370974,0.8216510867504735
5234600,0.8215483798138064
3871346,0.8213699937423062
5255411,0.8213061773198486
5166837,0.8212836335220245
4022248,0.8212412511275172
5316533,0.8212248189086482
5280303,0.8211643439059032
5246482,0.8210953917639701
5356735,0.8209944829435601
5184519,0.820969752914824
5142398,0.8205496544044374
5295233,0.8204498822108733
5368855,0.820411825933075
5320450,0.8203877208973714
5254877,0.8203376109229048
5345838,0.8202428632109131
5262131,0.8202041771737203
5362676,0.8201596504687949
5369133,0.8201486265695187
5309804,0.8200573914841465
5221378,0.8200364998382327
5376873,0.8200048362449832
5318918,0.8199226774497645
5299125,0.8198028691318034
4609987,0.8197981415467279
5368965,0.8197934503605423
3888448,0.8197866665059285
5369081,0.8197854690987403
4093769,0.8195919379319136
5169164,0.819591611430781
5356355,0.8194794633092144
4063168,0.819321547232134
5345035,0.81931970866048
4123719,0.8193136494528068
5252246,0.8192625904121708
5303671,0.8190488674558813
5373789,0.819047887650155
5296699,0.818956461305776
5300008,0.8188894751456917
5294429,0.8188140078672423
3875307,0.8187591102667019
5369258,0.8187116577285286
4658039,0.8186386177944269
5265828,0.8185915370897048
5350479,0.8185128297927116
5299145,0.8184963365275357
4096196,0.8184041027060945
5351940,0.8183423965614858
5273156,0.8182431383051848
4575370,0.8181881655429262
3257454,0.8181442364509712
5171478,0.8180653604192186
5305521,0.8180308146990026
5127687,0.8179009097696258
5295746,0.8177964005556247
5304661,0.8177001977158146
5301177,0.8176436341933533
4497427,0.817573536990305
4427341,0.8175347237349363
5213109,0.8173930344560728
5355916,0.8172998588821876
3942323,0.817244142767876
3880483,0.8171738588834977
5303724,0.8171595771826349
3787038,0.8170357408296073
5306317,0.817031488392187
4222299,0.8169518900268307
5321106,0.8169329188525527
5315404,0.8169188360518683
5223973,0.8167784606802866
5314665,0.8167056605227956
5322745,0.8166934531755076
5318434,0.8166639230716158
5369565,0.8165836398217561
5354703,0.8165765853214535
2727535,0.8164149634375566
5250139,0.8163539271631532
5304238,0.8163364206729845
5302967,0.8162588353173738
5300958,0.8162329685323756
5299869,0.8162287510358065
5303022,0.816171720403218
5324143,0.8161242842705544
5316329,0.8161063461269893
5357907,0.8160565799861923
5282052,0.8158871943292619
5307410,0.8158278316563377
5304424,0.8157611161929561
5277644,0.8157165313291185
5374942,0.8156704026445476
4007296,0.8156070994183054
5305108,0.8154499015959149
5194488,0.8154458889148947
5371015,0.8154212878827027
5369775,0.8154162625681511
4549912,0.8153892233893747
5342522,0.8152909494397044
5185098,0.8152753294415848
5243136,0.8152294101879022
5277514,0.8150568959354939
5185606,0.8150374819048841
5255168,0.8149529852932179
5099826,0.8147963552178398
5202264,0.8146705711982746
5255093,0.8144749621419881
5371005,0.8144136065393179
5331879,0.8143938523480542
5279523,0.8143719946097862
5309117,0.8142894331462364
5373136,0.8140601722180777
1985328,0.8139088686835518
5378309,0.8137943290450691
5365223,0.8137529233515983
5365304,0.8137529233515983
5293212,0.8136744016938494
4019672,0.8136314630613245
5318697,0.813525930760652
5267347,0.8134728352955397
3908161,0.8134418623304553
5249557,0.8134044789383191
5299287,0.8133227254683535
5276210,0.8132997796006396
5270480,0.8132787959803307
5362719,0.8132707642560804
5380980,0.8131915325729075
5370315,0.8129861618876788
5351890,0.8129670649497445
5351511,0.8129670649497445
5316841,0.812940167893413
5336896,0.8129012574077966
5257499,0.8128393814926409
5317922,0.8126986918489851
5157413,0.8126963734814875
4189559,0.8124453716127621
4039853,0.8124029972147156
5294866,0.8123727326294079
5370362,0.8123405579700564
5309467,0.8123253606739939
5172214,0.8121090486334375
4252562,0.8120922385137168
4091573,0.8120919061589229
5338091,0.812047245728716
5356356,0.8119260251390638
5353100,0.8118517493054731
5294278,0.8117779427523445
5140526,0.8117532659024607
5299357,0.811680996750406
5365313,0.8116642722980395
5365314,0.8116642722980395
5259391,0.8115778782707511
5365812,0.8114855809249217
4976916,0.8114184082613335
5157227,0.8113426308283548
5277990,0.8112985780647355
4766907,0.81128057478847
5329045,0.811278307022977
5292270,0.8110530415093452
1903792,0.8109410136965388
5370826,0.810836690240923
4569710,0.8108306741435398
5370350,0.8108026860580054
5301444,0.8107930784202209
5369867,0.8107165127282782
5169005,0.8106715118847857
5265583,0.8105914989954083
5350993,0.8105144434213143
5335459,0.8104784183496496
5296393,0.8104681080994437
5364541,0.8102861686910219
3998100,0.8102732679615777
5368828,0.8102307837854205
5129470,0.8101837063103206
5371745,0.8101131715973126
5304117,0.8101034732901338
5303463,0.8100994782530009
5299706,0.8099370700393439
5304805,0.8097715044215295
5365020,0.8096927776222778
5374069,0.8096639458565937
5304425,0.8095625280348613
5333981,0.809555388428791
4940751,0.8095245114577653
5264679,0.8094934244107198
5347256,0.8091705546850263
5292043,0.8091523547080021
5315847,0.8091034853218405
4532898,0.8090253013469461
5242650,0.809010373188224
5370704,0.8087385269436299
4761249,0.8087363918620739
4572958,0.8086199893785804
5351003,0.8085881264450469
4545504,0.8083334575211082
4052250,0.808146432217665
5314752,0.8078952116867403
5357802,0.807808920735803
5270708,0.8077171894379467
5138983,0.8076980827657668
5231691,0.8076806904183078
5376776,0.8075843221175988
5356074,0.807563481465856
5296881,0.8075204351132725
5291578,0.807519188082762
5368667,0.8074188191830723
3861223,0.8074017382302617
4269421,0.8073755837891129
2538215,0.8073637902593583
5314832,0.807354065715975
5303534,0.8072877261660906
5368198,0.8072327542044514
3857362,0.8071796943774836
5296697,0.8071109645216235
5295220,0.8070213924005609
5300561,0.8067431876412248
5335223,0.806738741400128
5389099,0.8066675719167202
5262146,0.8064183551519332
5300598,0.8064102513627995
4746075,0.806401848104198
5367494,0.8063972237378191
5374327,0.8063694913554066
5254165,0.8063637570328808
5354521,0.8063271568721397
5317164,0.8062481938360176
5155181,0.806236132804183
5301163,0.8062321102884649
3879859,0.8061487810367963
4392477,0.8061090748002137
4971353,0.8059515916163228
5039552,0.8056977818894044
4089437,0.8054528791462102
5304220,0.8054339116119666
5354808,0.8054198121568727
5307577,0.8053021515765645
3871410,0.8052805297523411
5319050,0.8052243144590223
5374136,0.8052238154379795
5316211,0.8052102241744968
5263471,0.8051940422874526
5318073,0.805178876259899
5325965,0.8051622501557102
5279024,0.8051392128409075
3982561,0.8050919598407913
5362168,0.8050744385184766
5350998,0.8050618921355637
5304722,0.8050150804671935
5361855,0.8049742095469391
5124013,0.8049485066113359
5256936,0.80489526554019
5304554,0.8047591933828042
5338766,0.8046461771661028
5342718,0.804597293820024
5353689,0.8045395019659896
5338790,0.8045378958976194
5259310,0.8045099836616422
5374964,0.8044735248846032
5376560,0.8041935063355651
5299034,0.8041901560191212
5352410,0.8041243715936311
5184216,0.8040706516351553
5234509,0.8040152483018299
5377436,0.803949811900787
5184583,0.8039032049602902
5300192,0.8038579210173269
5351966,0.8038348184542606
1830083,0.8037472629253607
5185534,0.8036646585885325
5244590,0.8036278206728535
5106485,0.8035965830086734
5349382,0.8035817661414708
5370059,0.8035557441544172
5206917,0.8034422480977279
1709740,0.8033859038828882
5265959,0.8033360211627031
5300594,0.8032394620750021
5299917,0.8029718649802671
5379692,0.8028366593351446
5373945,0.8027667256885948
5355950,0.8027247772567183
5257835,0.8027234471648544
5130418,0.802665168239898
5360996,0.8024578741978615
5374727,0.8024321432859077
4001272,0.8024248546134609
5274738,0.8023375724504367
5157565,0.8023261113914022
5350838,0.8021727310741777
5257454,0.8021625340226382
4573934,0.8021084790765781
5295573,0.8020665812544197
4466259,0.8019175055715259
5328337,0.8019048173719319
5357875,0.8017929267118244
5325751,0.8017806739240385
5253631,0.8016975321874721
5330500,0.8016864288786378
5246360,0.8016652503097507
5367361,0.8013606077113102
5305335,0.8013592251676568
5299293,0.8011841099318895
2136109,0.8011291751956505
5300675,0.8010082898339053
4018513,0.801005791674453
5327196,0.8009117085424614
5006563,0.8009086952998816
5370093,0.8008691987819608
5109416,0.8008669811499307
5380590,0.8008284868026396
5178049,0.800602731207385
5158879,0.8005862621686475
5359855,0.8004790397122866
5254520,0.8004064534525981
5356522,0.8003823871162037
5285387,0.8002703367979365
5373812,0.8002194341990027
5254433,0.8002089722487158
5356741,0.8001598907613388
5314961,0.800147199850873
3459175,0.7998938331327199
5375048,0.7997816158945293
5292896,0.7994752660364847
5172394,0.7993277639212489
5297387,0.7992267412487262
5333307,0.7990880391722046
5340514,0.7990123586366722
4797638,0.7989911959770055
5277048,0.7989001762994785
5262916,0.798871924583246
5372152,0.7987892798994268
5356738,0.7985550997334491
5350336,0.7984096445780915
5369206,0.7983921452354213
5374397,0.7983814252135434
5321486,0.7982625002678064
4508922,0.7982156972459282
5217402,0.7981215728223154
5300992,0.7981139694615157
5344270,0.7980813784113079
5346272,0.7979870027943718
5263055,0.7979190517985304
5305000,0.797841023170154
5305274,0.7977849000435264
5340809,0.7977358821126396
5369545,0.7976507357775952
4019290,0.7975916118017834
5350868,0.7973961896150669
5237786,0.7972039122143557
5148585,0.7971541367159172
5266976,0.7970096648787447
5306272,0.7969930900340086
5367367,0.7969454678164919
5260653,0.7968878234427114
5253385,0.796871008302131
5318857,0.7968327236334894
5134636,0.7966858142597738
5372619,0.7966177148860614
5369199,0.7965984934344025
5367171,0.7965514466210959
5324345,0.7962253043465356
5355129,0.7962027353026588
5290416,0.7960534001042326
3861120,0.7960373278002996
5293372,0.7960095167072918
3818869,0.7959597229979907
5353471,0.7959538584110316
5274683,0.7959134083224958
5300405,0.7958623357856061
5331412,0.7956421910824963
5295496,0.7956301873921098
5355934,0.7956191749962933
5301313,0.7954291880435104
5381394,0.7953888175155059
5374966,0.7953420122921021
5371730,0.795137859867755
5237769,0.795042021006209
5379068,0.7948603975499567
3809499,0.7946741737470341
5264623,0.7946732830094049
5265361,0.7945566495281272
4625064,0.7945536906929608
5369432,0.7945420665058938
5295768,0.794531860029287
5329298,0.7942678939762144
5280680,0.7940702469931898
5289149,0.7940497859281187
1821564,0.7940271260048513
2543349,0.7938803059914304
5371669,0.793767223355962
5309486,0.7936920998820717
5217181,0.7936294663827176
2279129,0.7936159680111787
5252491,0.7935267429460889
5155279,0.7934996823084502
5297122,0.7934762835895057
2001985,0.793388367165753
5260755,0.7933670277761724
5367208,0.7931897215394407
5352053,0.7931405435956266
5243804,0.7930907076278212
5241638,0.7928332900745314
5249695,0.7928246583097415
5134217,0.7927335704106757
5145488,0.7927116696652395
4969029,0.7926631652383138
5370851,0.7924917955482201
5319251,0.7923212979457821
5271808,0.792282409506208
5337454,0.7921284978643458
5225812,0.7920719111801187
5291487,0.7920605842144038
3886719,0.7920065857718392
5145636,0.7918616031738865
5304462,0.7918240476373122
5296648,0.7916817373832433
5134777,0.7916158794350144
5367207,0.7913994185854136
5203605,0.7913939196087407
5367357,0.7912723448475215
5370542,0.7912370533362658
5305715,0.7912061163245393
5304771,0.7911333121318123
5367170,0.7911181619802405
5358150,0.7910973991791138
5338301,0.791067415187917
5275353,0.7910108990416765
1971176,0.790961496770923
5280128,0.7909061612704618
5257918,0.7908945935505652
5368939,0.7908443073597775
5333309,0.7908252871784048
5138547,0.7907101265420886
5351898,0.7906511681452675
5318325,0.7905857837202785
5174819,0.7905614816762716
5365639,0.7905390816475458
3791724,0.7904850065054454
4064745,0.7904151810033112
4283303,0.7903638294094046
5303382,0.7902383775439179
3861658,0.7902303200393238
5316181,0.7902172693999614
2572257,0.7901905697228992
5365163,0.7901327133858335
3884061,0.7900447914163002
5322265,0.7898852179183641
5289202,0.7896138908920571
3862493,0.7895470151137368
3200209,0.789534570529225
5321400,0.7894510417857269
5364964,0.7894196728250042
1810247,0.789345946575957
5367369,0.7892802369805049
5270186,0.7892770661370608
4090861,0.7891842228576195
5138554,0.78904859543405
5372641,0.7890464372618523
5333689,0.7890291306570513
5320894,0.7890250074276306
2091535,0.788801651073618
5379798,0.7887766493135175
3888670,0.7887440711740201
5318327,0.7887210656161114
5316472,0.7886207885711113
5356387,0.7885811948834033
5105880,0.788486750361734
5303576,0.7884822865113241
5304910,0.7884684810566618
5299694,0.7884576429080082
5339260,0.788454935303289
5306398,0.7883791858383692
5315245,0.7882476191332478
5170110,0.7881950676080306
5332586,0.7878188705561473
4119701,0.7878017448502223
1904158,0.7877475434530757
5377460,0.7874865541901965
4739032,0.7872564278742636
5208667,0.7872466426138068
1823486,0.7872260566780659
5367401,0.7871413621334593
5333661,0.7871199323196488
5238152,0.787105743629669
